name,param: M,param: N,param: K,param: bias,param: dtype_A_B,param: B,param: transpose,param: stride_A,param: stride_B,param: quant_scheme,param: quant_granularity,param: block_k,param: block_n,param: scale_dtype,param: output_shape,param: output_dtype,GFLOPS_first,Data Moved (MB)_first,FLOPS/Byte_first,TB/s_mean,TB/s_median,TB/s_std,TB/s_min,TB/s_max,TFLOPS/s_mean,TFLOPS/s_median,TFLOPS/s_std,TFLOPS/s_min,TFLOPS/s_max,process_name_first,process_label_first,thread_name_first,Compute Spec,Roofline Time (µs)_first,Roofline Bound_first,Pct Roofline_mean,Pct Roofline_median,Pct Roofline_std,Pct Roofline_min,Pct Roofline_max,kernel_details__summarize_kernel_stats,trunc_kernel_details,Input Dims_first,Input type_first,Input Strides_first,Concrete Inputs_first,Kernel Time (µs)_mean,Kernel Time (µs)_median,Kernel Time (µs)_std,Kernel Time (µs)_min,Kernel Time (µs)_max,Kernel Time (µs)_sum,name_count,UID_first
aiter::gemm_a8w8_blockscale_ck,8192,2624,6144,False,"('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'c10::bfloat16')",1,,,,a8w8_blockscale,per_block,128.0,125.0,float,"(8192, 2624)",c10::bfloat16,264.140488704,104.375,2413.451497005988,0.2959275241872491,0.2994976751354237,0.011589645743952976,0.22917139703965295,0.30822743303786293,714.2067262549922,722.8231124054014,27.971047870512393,553.0940512563042,743.8919596835433,Unknown,Unknown,Unknown,matrix_fp8,207.49449230479183,COMPUTE_BOUND,56.104220444225625,56.78107717245887,2.197254349608201,43.44807943882986,58.43613194686122,"[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)2, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)0, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)2, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 312, 'total_duration_us': np.float64(115594.864), 'mean_duration_us': np.float64(370.496358974359), 'median_duration_us': np.float64(365.429), 'std_dev_duration_us': np.float64(16.93020235822266), 'min_duration_us': np.float64(355.079), 'max_duration_us': np.float64(477.569)}]","[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(370.5)}]","[[8192, 6144], [2624, 6144], [8192, 48], [21, 48], [8192, 2624], [], []]","['c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '']","[[6144, 1], [6400, 1], [48, 1], [48, 1], [2624, 1], [], []]","['', '', '', '', '', '0', '']",370.4963598006811,365.428955078125,16.957404320121647,355.0791015625,477.56884765625,115594.8642578125,312,5536329
aiter::gemm_a8w8_blockscale_ck,8192,6144,2048,False,"('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'c10::bfloat16')",1,,,,a8w8_blockscale,per_block,128.0,128.0,float,"(8192, 6144)",c10::bfloat16,206.158430208,124.0,1585.5483870967741,0.42151129645684676,0.42213590675640994,0.01290063060440315,0.29548974655533056,0.45496291167545994,668.3265562402237,669.3169060932601,20.45457404734283,468.513291054439,721.3657107958776,Unknown,Unknown,Unknown,matrix_fp8,161.94692082325219,COMPUTE_BOUND,52.50012224982118,52.577918781874324,1.6068007892649483,36.80387203884046,56.666591578623546,"[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)0, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 312, 'total_duration_us': np.float64(96344.33499999999), 'mean_duration_us': np.float64(308.7959455128205), 'median_duration_us': np.float64(308.01300000000003), 'std_dev_duration_us': np.float64(10.837563506464289), 'min_duration_us': np.float64(285.789), 'max_duration_us': np.float64(440.027)}]","[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(308.8)}]","[[8192, 2048], [6144, 2048], [8192, 16], [48, 16], [8192, 6144], [], []]","['c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '']","[[2048, 1], [2304, 1], [16, 1], [16, 1], [6144, 1], [], []]","['', '', '', '', '', '0', '']",308.7959469526242,308.01318359375,10.854961001757209,285.7890625,440.02685546875,96344.33544921875,312,5536586
vllm::rocm_unquantized_gemm,8192,256,6144,False,"('float', 'float', '')",1,"(True, False)",,,,,,,,,,25.769803776,206.0,119.30097087378641,0.8995515522076012,0.9015831991391399,0.046055151290544244,0.790920540809011,0.9799866010243324,107.31737352938838,107.5597509807937,5.494424262701038,94.35758840253521,116.91335294550483,Unknown,Unknown,Unknown,matrix_fp32,158.0969556809816,COMPUTE_BOUND,65.83887946588244,65.9875772888305,3.3708124311049374,57.88809104450012,71.72598340215019,"[{'name': 'Cijk_Alik_Bljk_S_B_Bias_HA_S_SAV_UserArgs_MT64x112x64_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA1_DTVB0_EPS0_FDSI0_GRPM1_GRVWA4_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA0_LBSPPB256_LBSPPM0_LPA0_LPB8_LPM0_LRVW4_LWPMn1_MIAV0_MIWT1_7_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA4_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS64_WG64_4_1', 'stream': 4, 'count': 300, 'total_duration_us': np.float64(72228.634), 'mean_duration_us': np.float64(240.76211333333336), 'median_duration_us': np.float64(239.586), 'std_dev_duration_us': np.float64(12.440800096208534), 'min_duration_us': np.float64(220.418), 'max_duration_us': np.float64(273.108)}]","[{'name': 'Cijk_Alik_Bljk_S_B_Bias_HA_S_SAV_UserArgs_MT64x112x64_MI16x16x1_...', 'stream': 4, 'mean_duration_us': np.float64(240.76)}]","[[8192, 6144], [256, 6144], []]","['float', 'float', '']","[[6144, 1], [6144, 1], []]","['', '', '']",240.76210774739585,239.5859375,12.461584342046885,220.41796875,273.10791015625,72228.63232421875,300,5537491
aten::mm,8192,256,6144,False,"('float', 'float')",1,"(True, False)","(6144, 1)","(1, 6144)",,,,,,,,25.769803776,206.0,119.30097087378641,0.8995515522076012,0.9015831991391399,0.046055151290544244,0.790920540809011,0.9799866010243324,107.31737352938838,107.5597509807937,5.494424262701038,94.35758840253521,116.91335294550483,Unknown,Unknown,Unknown,matrix_fp32,158.0969556809816,COMPUTE_BOUND,65.83887946588244,65.9875772888305,3.3708124311049374,57.88809104450012,71.72598340215019,"[{'name': 'Cijk_Alik_Bljk_S_B_Bias_HA_S_SAV_UserArgs_MT64x112x64_MI16x16x1_SN_LDSB1_AFC1_AFEM1_AFEM1_ASEM1_CLR1_CADS0_DTLA0_DTLB0_DTVA1_DTVB0_EPS0_FDSI0_GRPM1_GRVWA4_GRVWB4_GSUAMB_GLS0_ISA942_IU1_K1_LDSTI0_LBSPPA0_LBSPPB256_LBSPPM0_LPA0_LPB8_LPM0_LRVW4_LWPMn1_MIAV0_MIWT1_7_MO40_NTn1_NTA0_NTB0_NTC0_NTD4_NTM0_NEPBS16_NLCA4_NLCB1_ONLL1_PGR2_PLR1_PKA1_SIA3_SS1_SPO0_SRVW0_SSO0_SVW1_SK0_SKFTR0_SKXCCM0_TLDS1_ULSGRO0_USL1_UIOFGRO0_USFGROn1_VSn1_VWA1_VWB1_WSGRA0_WSGRB0_WS64_WG64_4_1', 'stream': 4, 'count': 300, 'total_duration_us': np.float64(72228.634), 'mean_duration_us': np.float64(240.76211333333336), 'median_duration_us': np.float64(239.586), 'std_dev_duration_us': np.float64(12.440800096208534), 'min_duration_us': np.float64(220.418), 'max_duration_us': np.float64(273.108)}]","[{'name': 'Cijk_Alik_Bljk_S_B_Bias_HA_S_SAV_UserArgs_MT64x112x64_MI16x16x1_...', 'stream': 4, 'mean_duration_us': np.float64(240.76)}]","[[8192, 6144], [6144, 256]]","['float', 'float']","[[6144, 1], [1, 6144]]","['', '']",240.76210774739585,239.5859375,12.461584342046885,220.41796875,273.10791015625,72228.63232421875,300,5537497
aiter::gemm_a8w8_blockscale_ck,8192,4096,2048,False,"('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'c10::bfloat16')",1,,,,a8w8_blockscale,per_block,128.0,128.0,float,"(8192, 4096)",c10::bfloat16,137.438953472,88.0,1489.4545454545455,0.4679271124504879,0.47332149251522604,0.02149491498880068,0.359455241840011,0.49731985511350185,696.9561645807994,704.990848488133,32.01569883422816,535.3922438460672,740.7353187436012,Unknown,Unknown,Unknown,matrix_fp8,107.96461388216811,COMPUTE_BOUND,54.749109550730516,55.380270894590176,2.514980269774408,42.05752111909405,58.188163294862626,"[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)0, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 312, 'total_duration_us': np.float64(61674.892), 'mean_duration_us': np.float64(197.6759358974359), 'median_duration_us': np.float64(194.9515), 'std_dev_duration_us': np.float64(10.457054194742813), 'min_duration_us': np.float64(185.544), 'max_duration_us': np.float64(256.707)}]","[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(197.68)}]","[[8192, 2048], [4096, 2048], [8192, 16], [32, 16], [8192, 4096], [], []]","['c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '']","[[2048, 1], [2304, 1], [16, 1], [16, 1], [4096, 1], [], []]","['', '', '', '', '', '0', '']",197.67594088040866,194.951416015625,10.473850620169825,185.5439453125,256.70703125,61674.8935546875,312,5536339
aiter::gemm_a8w8_blockscale_ck,128,2624,6144,False,"('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'c10::bfloat16')",1,,,,a8w8_blockscale,per_block,128.0,125.0,float,"(128, 2624)",c10::bfloat16,4.127195136,16.765625,234.76607642124884,0.7392672428199225,0.7394061884870514,0.008072589346610176,0.6970881437394721,0.7773870867556246,173.55487002358788,173.5874897526955,1.895170127463649,163.65264842548746,182.504116218163,Unknown,Unknown,Unknown,matrix_fp8,3.3169871698113207,MEMORY_BOUND,13.948438543772124,13.951060160133046,0.15231300653981467,13.15260648565042,14.667680882181596,"[{'name': '__amd_rocclr_fillBufferAligned', 'stream': 4, 'count': 2106, 'total_duration_us': np.float64(10599.677), 'mean_duration_us': np.float64(5.033084995251662), 'median_duration_us': np.float64(5.012), 'std_dev_duration_us': np.float64(0.14669813471317147), 'min_duration_us': np.float64(4.329), 'max_duration_us': np.float64(6.494)}, {'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 64, 64, 256, 16, 16, 32, 32, 1, 1, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)0, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)1, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 64, 64, 256, 16, 16, 32, 32, 1, 1, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<16, 16, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)0, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 2106, 'total_duration_us': np.float64(39487.716), 'mean_duration_us': np.float64(18.750102564102566), 'median_duration_us': np.float64(18.725), 'std_dev_duration_us': np.float64(0.21716315441264664), 'min_duration_us': np.float64(18.123), 'max_duration_us': np.float64(19.688)}]","[{'name': '__amd_rocclr_fillBufferAligned', 'stream': 4, 'mean_duration_us': np.float64(5.03)}, {'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(18.75)}]","[[128, 6144], [2624, 6144], [128, 48], [21, 48], [128, 2624], [], []]","['c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '']","[[6144, 1], [6400, 1], [48, 1], [48, 1], [2624, 1], [], []]","['', '', '', '', '', '1', '']",23.78318689532882,23.77587890625,0.2601791928384635,22.6142578125,25.21923828125,50087.3916015625,2106,8013538
aiter::gemm_a8w8_blockscale_ck,8192,2048,2048,False,"('c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'c10::bfloat16')",1,,,,a8w8_blockscale,per_block,128.0,128.0,float,"(8192, 2048)",c10::bfloat16,68.719476736,52.0,1260.3076923076924,0.4899060995219881,0.4915318440068048,0.01469511808497489,0.4092123863856234,0.5145024243859512,617.4324257360194,619.4813640159607,18.520370361863705,515.7335183493888,648.431363164571,Unknown,Unknown,Unknown,matrix_fp8,53.982306941084055,COMPUTE_BOUND,48.50215441759775,48.66310793526793,1.454860201246169,40.5132378907611,50.937263406486345,"[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>, true, (ck::InMemoryDataOperationEnum)0, 2, (ck::TailNumber)10>(ck::GridwiseGemmMultiD_ABScale_xdl_cshuffle_v3<ck::tensor_layout::gemm::RowMajor, ck::tensor_layout::gemm::ColumnMajor, ck::Tuple<>, ck::tensor_layout::gemm::RowMajor, ck::f8_fnuz_t, ck::f8_fnuz_t, float, float, ck::Tuple<>, unsigned short, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, ck::tensor_operation::element_wise::PassThrough, (ck::tensor_operation::device::GemmSpecialization)0, 256, 1, 128, 128, 128, 128, 128, 16, 16, 32, 32, 2, 2, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, ck::Sequence<8, 32, 1>, ck::Sequence<1, 0, 2>, ck::Sequence<1, 0, 2>, 2, 16, 16, false, 0, 1, 1, ck::Sequence<1, 32, 1, 8>, ck::Sequence<8>, (ck::BlockGemmPipelineScheduler)0, (ck::BlockGemmPipelineVersion)2, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t, ck::f8_fnuz_t>::Argument)', 'stream': 4, 'count': 312, 'total_duration_us': np.float64(34758.971000000005), 'mean_duration_us': np.float64(111.40695833333335), 'median_duration_us': np.float64(110.9305), 'std_dev_duration_us': np.float64(3.6223281490524486), 'min_duration_us': np.float64(105.978), 'max_duration_us': np.float64(133.246)}]","[{'name': 'void ck::kernel_gemm_xdl_cshuffle_v3<ck::GridwiseGemmMultiD_ABSc...', 'stream': 4, 'mean_duration_us': np.float64(111.41)}]","[[8192, 2048], [2048, 2048], [8192, 16], [16, 16], [8192, 2048], [], []]","['c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'float', 'float', 'c10::BFloat16', 'Scalar', '']","[[2048, 1], [2304, 1], [16, 1], [16, 1], [2048, 1], [], []]","['', '', '', '', '', '0', '']",111.40696833683894,110.9306640625,3.628135536830424,105.97802734375,133.24609375,34758.97412109375,312,5536353
