name,op category,process_name,process_label,thread_name,Input Dims,Input type,Input Strides,Concrete Inputs,ex_UID,operation_count,total_duration_us,mean_duration_us,std_duration_us,GFLOPS,Data Moved (MB),FLOPS/Byte,Compute Spec,Roofline Bound,TB/s_mean,TB/s_std,TFLOPS/s_mean,TFLOPS/s_std,Kernel Time (µs)_mean,Kernel Time (µs)_std,Kernel Time (µs)_sum,duration_us_median,duration_us_min,duration_us_max,TB/s_median,TB/s_min,TB/s_max,TFLOPS/s_median,TFLOPS/s_min,TFLOPS/s_max,Roofline Time (µs)_first,Pct Roofline_mean,Pct Roofline_median,Pct Roofline_std,Pct Roofline_min,Pct Roofline_max,Kernel Time (µs)_median,Kernel Time (µs)_min,Kernel Time (µs)_max,kernel_details_summary,trunc_kernel_details,perf_params,has_perf_model,entry_point,call_stack_full,Percentage (%),Cumulative Percentage (%)
vllm::rocm_aiter_fused_allreduce_rmsnorm,other,Unknown,Unknown,Unknown,"((128, 6144), (128, 6144), (6144,), ())","('c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'Scalar')","((6144, 1), (6144, 1), (1,), ())","('', '', '', '1.0000000000000001e-05')",8013256,2052,65163.848,31.756261208576998,2.7524107073786706,,,,,,,,,,1922.1028598242567,736.2551976767911,3944155.068359375,31.453,22.518,56.579,,,,,,,,,,,,,1827.295166015625,1719.53076171875,8669.19482421875,"[{'name': '_ZN5aiter25local_device_load_rmsnormIDF16bLi512ELi2ELb0EEEvNS_11RankSignalsEPT_S3_S3_S3_fiiii', 'stream': 4, 'count': 2052, 'total_duration_us': np.float64(11534.241), 'mean_duration_us': np.float64(5.62097514619883), 'median_duration_us': np.float64(5.613), 'std_dev_duration_us': np.float64(0.11606651344006413), 'min_duration_us': np.float64(5.292), 'max_duration_us': np.float64(6.094)}, {'name': '_ZN5aiter33reduce_scatter_cross_device_storeIDF16bLi8EEEvPNS_8RankDataENS_11RankSignalsEPNS_6SignalEiiii', 'stream': 4, 'count': 2052, 'total_duration_us': np.float64(3932620.841), 'mean_duration_us': np.float64(1916.481891325536), 'median_duration_us': np.float64(1821.6415000000002), 'std_dev_duration_us': np.float64(736.0605030972118), 'min_duration_us': np.float64(1713.838), 'max_duration_us': np.float64(8663.421)}]","[{'name': '_ZN5aiter25local_device_load_rmsnormIDF16bLi512ELi2ELb0EEEvNS_11...', 'stream': 4, 'mean_duration_us': np.float64(5.62)}, {'name': '_ZN5aiter33reduce_scatter_cross_device_storeIDF16bLi8EEEvPNS_8Ra...', 'stream': 4, 'mean_duration_us': np.float64(1916.48)}]",,False,vllm/_aiter_ops.py(786): _rocm_aiter_fused_allreduce_rmsnorm_impl,"['torch/utils/_contextlib.py(120): decorate_context', 'vllm/v1/worker/gpu_model_runner.py(4069): execute_model', 'vllm/v1/worker/gpu_model_runner.py(3783): _model_forward', 'nn.Module: GlmMoeDsaForCausalLM', 'torch/nn/modules/module.py(1783): _call_impl', 'vllm/model_executor/models/deepseek_v2.py(1870): forward', 'vllm/compilation/decorators.py(502): __call__', 'torch/_dynamo/aot_compile.py(218): __call__', 'vllm/model_executor/models/deepseek_v2.py(1407): forward', 'vllm/compilation/caching.py(216): __call__', 'vllm/compilation/cuda_graph.py(233): __call__', 'torch/cuda/graphs.py(137): replay', 'vllm/compilation/piecewise_backend.py(358): __call__', 'torch/_inductor/standalone_compile.py(121): __call__', 'torch/_dynamo/eval_frame.py(1240): _fn', 'torch/_functorch/aot_autograd.py(1192): forward', 'torch/_functorch/_aot_autograd/runtime_wrappers.py(2297): __call__', 'torch/_functorch/_aot_autograd/runtime_wrappers.py(534): runtime_wrapper', 'torch/_functorch/_aot_autograd/utils.py(124): call_func_at_runtime_with_args', 'torch/_functorch/_aot_autograd/runtime_wrappers.py(769): wrapper', 'torch/_inductor/output_code.py(628): __call__', 'torch/_inductor/utils.py(3397): run', '/opt/vllm_cache/vllm/torch_compile_cache/torch_aot_compile/12152e121183c484846329fce585d26a6016f814d69e117f2b5bfdeb9e36c690/inductor_cache/22/c22anf2k3ds7gy34db4bbmrklazxifbwivdafia4rssgvlolhdww.py(1587): call', 'torch/_ops.py(864): __call__', 'vllm::rocm_aiter_fused_allreduce_rmsnorm', 'vllm/_aiter_ops.py(786): _rocm_aiter_fused_allreduce_rmsnorm_impl', 'aiter/dist/device_communicators/custom_all_reduce.py(1454): custom_fused_ar_rms', 'aiter/dist/device_communicators/custom_all_reduce.py(1358): fused_ar_rms', 'aiter/jit/core.py(1782): custom_wrapper', 'aiter/jit/core.py(1512): wrapper', ['_ZN5aiter25local_device_load_rmsnormIDF16bLi512ELi2ELb0EEEvNS_11RankSignalsEPT_S3_S3_S3_fiiii'], ['_ZN5aiter33reduce_scatter_cross_device_storeIDF16bLi8EEEvPNS_8RankDataENS_11RankSignalsEPNS_6SignalEiiii']]",39.38427295275653,39.38427295275653
vllm::rocm_aiter_sparse_attn_indexer,other,Unknown,Unknown,Unknown,"((8192, 6144), (), (1122254, 1, 132), (8192, 32, 128), (8192, 128), (8192, 32), (), (), (), (), (), (), (8192, 2048), ())","('c10::BFloat16', '', 'unsigned char', 'c10::Float8_e4m3fnuz', 'c10::BFloat16', 'float', 'Scalar', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'int', 'Scalar')","((6144, 1), (), (132, 132, 1), (4096, 128, 1), (128, 1), (32, 1), (), (), (), (), (), (), (2048, 1), ())","('', '', '', '', '', '', '128', '', '2048', '128', '40960', '1638400', '', 'False')",5536367,312,847400.1140000001,2716.0260064102567,6704.102656606357,,,,,,,,,,4613.598748622797,229.85708157377738,1439442.8095703125,2103.5295,1744.058,70895.806,,,,,,,,,,,,,4570.159423828125,4168.42529296875,5994.3798828125,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(610.41), 'mean_duration_us': np.float64(7.825769230769231), 'median_duration_us': np.float64(7.818), 'std_dev_duration_us': np.float64(0.18794290752553516), 'min_duration_us': np.float64(7.417), 'max_duration_us': np.float64(8.379)}, {'name': '_cp_gather_indexer_quant_cache_kernel', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(704.445), 'mean_duration_us': np.float64(9.031346153846155), 'median_duration_us': np.float64(9.021), 'std_dev_duration_us': np.float64(0.16538989109057023), 'min_duration_us': np.float64(8.701), 'max_duration_us': np.float64(9.663)}, {'name': '_cp_gather_indexer_quant_cache_kernel', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(744.2230000000002), 'mean_duration_us': np.float64(9.541320512820516), 'median_duration_us': np.float64(9.602), 'std_dev_duration_us': np.float64(0.28788946835457635), 'min_duration_us': np.float64(7.898), 'max_duration_us': np.float64(9.944)}, {'name': '_cp_gather_indexer_quant_cache_kernel', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(794.0219999999999), 'mean_duration_us': np.float64(10.17976923076923), 'median_duration_us': np.float64(10.224499999999999), 'std_dev_duration_us': np.float64(0.3698531906621843), 'min_duration_us': np.float64(8.78), 'max_duration_us': np.float64(10.785)}, {'name': '_indexer_k_quant_and_cache_kernel', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(837.8189999999998), 'mean_duration_us': np.float64(10.741269230769229), 'median_duration_us': np.float64(10.8255), 'std_dev_duration_us': np.float64(0.5490884444445041), 'min_duration_us': np.float64(8.781), 'max_duration_us': np.float64(11.628)}, {'name': '_cp_gather_indexer_quant_cache_kernel', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(841.8639999999999), 'mean_duration_us': np.float64(10.793128205128204), 'median_duration_us': np.float64(10.866), 'std_dev_duration_us': np.float64(0.425214315766386), 'min_duration_us': np.float64(9.262), 'max_duration_us': np.float64(11.668)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(1122.875), 'mean_duration_us': np.float64(14.395833333333334), 'median_duration_us': np.float64(14.354), 'std_dev_duration_us': np.float64(0.2788445673400197), 'min_duration_us': np.float64(14.113), 'max_duration_us': np.float64(15.958)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(1255.564), 'mean_duration_us': np.float64(16.09697435897436), 'median_duration_us': np.float64(15.998), 'std_dev_duration_us': np.float64(0.7258606028206471), 'min_duration_us': np.float64(15.397), 'max_duration_us': np.float64(21.733)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(1269.5929999999998), 'mean_duration_us': np.float64(16.276833333333332), 'median_duration_us': np.float64(16.239), 'std_dev_duration_us': np.float64(0.32107553295641794), 'min_duration_us': np.float64(15.396), 'max_duration_us': np.float64(17.683)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(1278.0159999999998), 'mean_duration_us': np.float64(16.38482051282051), 'median_duration_us': np.float64(16.439), 'std_dev_duration_us': np.float64(0.7057058067871272), 'min_duration_us': np.float64(14.995), 'max_duration_us': np.float64(21.612)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(1284.7459999999999), 'mean_duration_us': np.float64(16.471102564102562), 'median_duration_us': np.float64(16.359), 'std_dev_duration_us': np.float64(0.4867863109800111), 'min_duration_us': np.float64(15.116), 'max_duration_us': np.float64(18.444)}, {'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const*, int const*, int*, int, int, int, int)', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(1775.354), 'mean_duration_us': np.float64(22.760948717948718), 'median_duration_us': np.float64(22.895), 'std_dev_duration_us': np.float64(1.5136337318827262), 'min_duration_us': np.float64(16.159), 'max_duration_us': np.float64(25.421)}, {'name': 'void vllm::topKPerRowDecode<512, true, false, false>(float const*, int const*, int*, int, int, int, int, int, float*, int, int const*)', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(2507.3399999999997), 'mean_duration_us': np.float64(32.145384615384614), 'median_duration_us': np.float64(32.1575), 'std_dev_duration_us': np.float64(0.9640074905386348), 'min_duration_us': np.float64(28.789), 'max_duration_us': np.float64(34.563)}, {'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const*, int const*, int*, int, int, int, int)', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(7276.027999999998), 'mean_duration_us': np.float64(93.28241025641023), 'median_duration_us': np.float64(88.416), 'std_dev_duration_us': np.float64(32.46929344877185), 'min_duration_us': np.float64(47.275), 'max_duration_us': np.float64(269.379)}, {'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const*, int const*, int*, int, int, int, int)', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(10088.559000000003), 'mean_duration_us': np.float64(129.34050000000005), 'median_duration_us': np.float64(109.34700000000001), 'std_dev_duration_us': np.float64(73.1922249849668), 'min_duration_us': np.float64(53.731), 'max_duration_us': np.float64(560.933)}, {'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const*, int const*, int*, int, int, int, int)', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(12007.546000000002), 'mean_duration_us': np.float64(153.94289743589746), 'median_duration_us': np.float64(124.163), 'std_dev_duration_us': np.float64(93.05752633370638), 'min_duration_us': np.float64(55.375), 'max_duration_us': np.float64(629.902)}, {'name': '_gluon_deepgemm_fp8_paged_mqa_logits', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(14539.462999999998), 'mean_duration_us': np.float64(186.40337179487176), 'median_duration_us': np.float64(185.694), 'std_dev_duration_us': np.float64(4.175010591446642), 'min_duration_us': np.float64(177.674), 'max_duration_us': np.float64(196.56)}, {'name': '_fp8_mqa_logits_kernel', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(20656.606000000003), 'mean_duration_us': np.float64(264.8282820512821), 'median_duration_us': np.float64(266.1115), 'std_dev_duration_us': np.float64(12.321753691054335), 'min_duration_us': np.float64(223.306), 'max_duration_us': np.float64(287.984)}, {'name': '_fp8_mqa_logits_kernel', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(61878.58600000001), 'mean_duration_us': np.float64(793.3152051282052), 'median_duration_us': np.float64(800.079), 'std_dev_duration_us': np.float64(34.41880805358776), 'min_duration_us': np.float64(674.491), 'max_duration_us': np.float64(841.941)}, {'name': '_fp8_mqa_logits_kernel', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(96773.94), 'mean_duration_us': np.float64(1240.6915384615386), 'median_duration_us': np.float64(1242.3025), 'std_dev_duration_us': np.float64(29.235519390251163), 'min_duration_us': np.float64(1144.603), 'max_duration_us': np.float64(1333.947)}, {'name': '_fp8_mqa_logits_kernel', 'stream': 4, 'count': 78, 'total_duration_us': np.float64(122191.49300000002), 'mean_duration_us': np.float64(1566.5576025641028), 'median_duration_us': np.float64(1569.344), 'std_dev_duration_us': np.float64(34.375726354783666), 'min_duration_us': np.float64(1471.163), 'max_duration_us': np.float64(1736.413)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Fi...', 'stream': 4, 'mean_duration_us': np.float64(7.83)}, {'name': '_cp_gather_indexer_quant_cache_kernel', 'stream': 4, 'mean_duration_us': np.float64(9.03)}, {'name': '_cp_gather_indexer_quant_cache_kernel', 'stream': 4, 'mean_duration_us': np.float64(9.54)}, {'name': '_cp_gather_indexer_quant_cache_kernel', 'stream': 4, 'mean_duration_us': np.float64(10.18)}, {'name': '_indexer_k_quant_and_cache_kernel', 'stream': 4, 'mean_duration_us': np.float64(10.74)}, {'name': '_cp_gather_indexer_quant_cache_kernel', 'stream': 4, 'mean_duration_us': np.float64(10.79)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Fi...', 'stream': 4, 'mean_duration_us': np.float64(14.4)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Fi...', 'stream': 4, 'mean_duration_us': np.float64(16.1)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Fi...', 'stream': 4, 'mean_duration_us': np.float64(16.28)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Fi...', 'stream': 4, 'mean_duration_us': np.float64(16.38)}, {'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Fi...', 'stream': 4, 'mean_duration_us': np.float64(16.47)}, {'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const...', 'stream': 4, 'mean_duration_us': np.float64(22.76)}, {'name': 'void vllm::topKPerRowDecode<512, true, false, false>(float const...', 'stream': 4, 'mean_duration_us': np.float64(32.15)}, {'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const...', 'stream': 4, 'mean_duration_us': np.float64(93.28)}, {'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const...', 'stream': 4, 'mean_duration_us': np.float64(129.34)}, {'name': 'void vllm::topKPerRowPrefill<512, false>(float const*, int const...', 'stream': 4, 'mean_duration_us': np.float64(153.94)}, {'name': '_gluon_deepgemm_fp8_paged_mqa_logits', 'stream': 4, 'mean_duration_us': np.float64(186.4)}, {'name': '_fp8_mqa_logits_kernel', 'stream': 4, 'mean_duration_us': np.float64(264.83)}, {'name': '_fp8_mqa_logits_kernel', 'stream': 4, 'mean_duration_us': np.float64(793.32)}, {'name': '_fp8_mqa_logits_kernel', 'stream': 4, 'mean_duration_us': np.float64(1240.69)}, {'name': '_fp8_mqa_logits_kernel', 'stream': 4, 'mean_duration_us': np.float64(1566.56)}]",,False,vllm/v1/attention/ops/rocm_aiter_mla_sparse.py(645): rocm_aiter_sparse_attn_indexer,"['torch/utils/_contextlib.py(120): decorate_context', 'vllm/v1/worker/gpu_model_runner.py(4069): execute_model', 'vllm/v1/worker/gpu_model_runner.py(3783): _model_forward', 'nn.Module: GlmMoeDsaForCausalLM', 'torch/nn/modules/module.py(1783): _call_impl', 'vllm/model_executor/models/deepseek_v2.py(1870): forward', 'vllm/compilation/decorators.py(502): __call__', 'torch/_dynamo/aot_compile.py(218): __call__', 'vllm/model_executor/models/deepseek_v2.py(1407): forward', 'vllm/compilation/caching.py(216): __call__', 'torch/_ops.py(1257): __call__', 'vllm::rocm_aiter_sparse_attn_indexer', 'vllm/v1/attention/ops/rocm_aiter_mla_sparse.py(645): rocm_aiter_sparse_attn_indexer', ['vllm/v1/attention/ops/rocm_aiter_mla_sparse.py(383): rocm_fp8_paged_mqa_logits', 'aten::fill_', 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)'], ['vllm/v1/attention/ops/rocm_aiter_mla_sparse.py(217): cp_gather_indexer_k_quant_cache_triton', 'triton/runtime/jit.py(370): <lambda>', 'triton/runtime/jit.py(695): run', 'triton/backends/amd/driver.py(816): __call__', '_cp_gather_indexer_quant_cache_kernel'], ['vllm/v1/attention/ops/rocm_aiter_mla_sparse.py(94): indexer_k_quant_and_cache_triton', 'triton/runtime/jit.py(370): <lambda>', 'triton/runtime/jit.py(695): run', 'triton/backends/amd/driver.py(816): __call__', '_indexer_k_quant_and_cache_kernel'], ['vllm/v1/attention/ops/rocm_aiter_mla_sparse.py(541): rocm_fp8_mqa_logits', 'vllm/v1/attention/ops/triton_fp8_mqa_logits.py(159): fp8_mqa_logits_gfx942', 'aten::full', 'aten::fill_', 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<float>, std::array<char*, 1ul> >(int, at::native::FillFunctor<float>, std::array<char*, 1ul>)'], ['aten::fill_', 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)'], ['torch/_ops.py(1257): __call__', '_C::top_k_per_row_prefill', 'void vllm::topKPerRowPrefill<512, false>(float const*, int const*, int const*, int*, int, int, int, int)'], ['torch/_ops.py(1257): __call__', '_C::top_k_per_row_decode', 'void vllm::topKPerRowDecode<512, true, false, false>(float const*, int const*, int*, int, int, int, int, int, float*, int, int const*)'], ['vllm/v1/attention/ops/rocm_aiter_mla_sparse.py(383): rocm_fp8_paged_mqa_logits', 'aiter/ops/triton/attention/pa_mqa_logits.py(452): deepgemm_fp8_paged_mqa_logits', 'triton/compiler/compiler.py(502): runner', 'triton/backends/amd/driver.py(816): __call__', '_gluon_deepgemm_fp8_paged_mqa_logits'], ['vllm/v1/attention/ops/rocm_aiter_mla_sparse.py(541): rocm_fp8_mqa_logits', 'vllm/v1/attention/ops/triton_fp8_mqa_logits.py(159): fp8_mqa_logits_gfx942', 'triton/runtime/jit.py(370): <lambda>', 'triton/runtime/jit.py(695): run', 'triton/backends/amd/driver.py(816): __call__', '_fp8_mqa_logits_kernel']]",14.373524247762775,53.757797200519306
aiter::fmoe_fp8_blockscale_g1u1,MoE_fused,Unknown,Unknown,Unknown,"((8192, 6144), (8192, 6144), (256, 512, 6144), (256, 6144, 256), (73720,), (73720,), (2304,), (2,), (), (8192, 48), (256, 4, 48), (256, 48, 2), (), (), (), (), (), ())","('c10::BFloat16', 'c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'c10::Float8_e4m3fnuz', 'int', 'float', 'int', 'int', 'Scalar', 'float', 'float', 'float', '', 'Scalar', 'Scalar', '', 'Scalar', 'Scalar')","((6144, 1), (6144, 1), (3145728, 6144, 1), (1572864, 256, 1), (1,), (1,), (1,), (1,), (), (48, 1), (192, 48, 1), (96, 2, 1), (), (), (), (), (), ())","('', '', '', '', '', '', '', '', '8', '', '', '', '', '128', '128', '', '0', '32')",5537573,300,100720.318,335.73439333333334,56.38453098590331,619.230265344,1296.0,455.6666666666667,matrix_fp8,COMPUTE_BOUND,0.7189049004472462,0.06288783178072192,327.5809996371285,28.65588868141562,1905.1962239583333,171.85709974474625,571558.8671875,330.4625,317.884,1257.325,0.7189972704213503,0.5573478549902474,0.8960982895801815,327.62308955532865,253.96483925722274,408.3221206187027,486.4338298067557,25.732992901581184,25.736299258077658,2.25105174245213,19.950105204809326,32.07557899597035,1890.069091796875,1516.52392578125,2438.251953125,"[{'name': 'aiter::fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_32x256', 'stream': 4, 'count': 300, 'total_duration_us': np.float64(571558.865), 'mean_duration_us': np.float64(1905.1962166666667), 'median_duration_us': np.float64(1890.069), 'std_dev_duration_us': np.float64(171.57042730893258), 'min_duration_us': np.float64(1516.524), 'max_duration_us': np.float64(2438.252)}]","[{'name': 'aiter::fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_32x256', 'stream': 4, 'mean_duration_us': np.float64(1905.2)}]","{'num_tokens': 8192, 'hidden_dim': 6144, 'inter_dim': 256, 'num_experts': 256, 'topk': 8, 'gated': True, 'input_dtype': 'c10::Float8_e4m3fnuz', 'weight_dtype': 'c10::Float8_e4m3fnuz', 'output_dtype': 'c10::BFloat16'}",True,aiter/fused_moe.py(833): fused_moestage,"['torch/utils/_contextlib.py(120): decorate_context', 'vllm/v1/worker/gpu_model_runner.py(4069): execute_model', 'vllm/v1/worker/gpu_model_runner.py(3783): _model_forward', 'nn.Module: GlmMoeDsaForCausalLM', 'torch/nn/modules/module.py(1783): _call_impl', 'vllm/model_executor/models/deepseek_v2.py(1870): forward', 'vllm/compilation/decorators.py(502): __call__', 'torch/_dynamo/aot_compile.py(218): __call__', 'vllm/model_executor/models/deepseek_v2.py(1407): forward', 'vllm/compilation/caching.py(216): __call__', 'vllm/compilation/cuda_graph.py(233): __call__', 'vllm/compilation/piecewise_backend.py(358): __call__', 'torch/_inductor/standalone_compile.py(121): __call__', 'torch/_dynamo/eval_frame.py(1240): _fn', 'torch/_functorch/aot_autograd.py(1192): forward', 'torch/_functorch/_aot_autograd/runtime_wrappers.py(2297): __call__', 'torch/_functorch/_aot_autograd/runtime_wrappers.py(534): runtime_wrapper', 'torch/_functorch/_aot_autograd/utils.py(124): call_func_at_runtime_with_args', 'torch/_functorch/_aot_autograd/runtime_wrappers.py(769): wrapper', 'torch/_inductor/output_code.py(628): __call__', 'torch/_inductor/utils.py(3397): run', '/opt/vllm_cache/vllm/torch_compile_cache/torch_aot_compile/12152e121183c484846329fce585d26a6016f814d69e117f2b5bfdeb9e36c690/inductor_cache/ah/cahrrja3376b4vjpzp6kzcwat56qspehnidvoiza5rrivjdigfuc.py(1445): call', 'torch/_ops.py(864): __call__', 'vllm::moe_forward_shared', 'vllm/model_executor/layers/fused_moe/runner/moe_runner.py(152): _moe_forward_shared', 'vllm/model_executor/layers/fused_moe/runner/moe_runner.py(792): _forward_impl', 'vllm/model_executor/layers/fused_moe/runner/moe_runner.py(547): _apply_quant_method', 'vllm/model_executor/layers/fused_moe/routed_experts.py(1147): forward_modular', 'vllm/model_executor/layers/quantization/fp8.py(833): apply', 'vllm/model_executor/layers/fused_moe/modular_kernel.py(1640): apply', 'vllm/model_executor/layers/fused_moe/modular_kernel.py(1371): apply', 'vllm/model_executor/layers/fused_moe/modular_kernel.py(1222): _fused_experts', 'vllm/model_executor/layers/fused_moe/experts/rocm_aiter_moe.py(504): apply', 'vllm/model_executor/layers/fused_moe/experts/rocm_aiter_moe.py(234): rocm_aiter_fused_experts', 'vllm/_aiter_ops.py(2191): fused_moe', 'torch/_ops.py(1257): __call__', 'vllm::rocm_aiter_fused_moe', 'vllm/_aiter_ops.py(113): _rocm_aiter_fused_moe_impl', 'aiter/fused_moe.py(441): fused_moe', 'torch/_ops.py(1257): __call__', 'aiter::fused_moe_', 'aiter/fused_moe.py(534): fused_moe_', 'aiter/fused_moe.py(833): fused_moestage', 'torch/_ops.py(1257): __call__', 'aiter::fmoe_fp8_blockscale_g1u1', 'aiter/jit/core.py(1503): ctypes_custom_wrapper', 'aiter/jit/core.py(1499): ctypes_wrapper', 'aiter/jit/core.py(1398): caller', 'aiter::fmoe_bf16_blockscaleFp8_g1u1_vs_silu_1tg_ps_32x256']",5.707288390982137,59.46508559150144
