name,op category,process_name,process_label,thread_name,Input Dims,Input type,Input Strides,Concrete Inputs,operation_count,total_direct_kernel_time_mean,total_subtree_kernel_time_mean,total_direct_kernel_time_median,total_subtree_kernel_time_median,total_direct_kernel_time_std,total_subtree_kernel_time_std,total_direct_kernel_time_min,total_subtree_kernel_time_min,total_direct_kernel_time_max,total_subtree_kernel_time_max,total_direct_kernel_time_sum,total_subtree_kernel_time_sum,ex_UID,kernel_details_summary,trunc_kernel_details,Percentage (%),Cumulative Percentage (%)
aten::cumsum,reduce,Unknown,Unknown,Unknown,"((1,), (), (), (1,))","('int', 'Scalar', '', 'int')","((1,), (), (), (1,))","('', '0', '', '')",22,4.980135830965909,4.980135830965909,4.95166015625,4.95166015625,0.2176291567812507,0.2176291567812507,4.60986328125,4.60986328125,5.3720703125,5.3720703125,109.56298828125,109.56298828125,4961735,"[{'name': 'void rocprim::ROCPRIM_400200_NS::detail::trampoline_kernel<rocprim::ROCPRIM_400200_NS::detail::wrapped_scan_config<rocprim::ROCPRIM_400200_NS::default_config, int>, (rocprim::ROCPRIM_400200_NS::detail::target_arch)942, rocprim::ROCPRIM_400200_NS::detail::scan_impl<(rocprim::ROCPRIM_400200_NS::detail::lookback_scan_determinism)0, false, false, rocprim::ROCPRIM_400200_NS::default_config, int const*, int*, int, std::plus<int>, int>(void*, unsigned long&, int const*, int*, int, unsigned long, std::plus<int>, ihipStream_t*, bool)::{lambda(auto:1, auto:2)#1}::operator()<std::integral_constant<bool, false>, std::integral_constant<bool, true> >(std::integral_constant<bool, false>, std::integral_constant<bool, true>) const::{lambda(auto:1)#2}, rocprim::ROCPRIM_400200_NS::detail::default_config_selector>(rocprim::ROCPRIM_400200_NS::detail::scan_impl<(rocprim::ROCPRIM_400200_NS::detail::lookback_scan_determinism)0, false, false, rocprim::ROCPRIM_400200_NS::default_config, int const*, int*, int, std::plus<int>, int>(void*, unsigned long&, int const*, int*, int, unsigned long, std::plus<int>, ihipStream_t*, bool)::{lambda(auto:1, auto:2)#1}::operator()<std::integral_constant<bool, false>, std::integral_constant<bool, true> >(std::integral_constant<bool, false>, std::integral_constant<bool, true>) const::{lambda(auto:1)#2})', 'stream': 4, 'count': 22, 'total_duration_us': np.float64(109.56300000000002), 'mean_duration_us': np.float64(4.9801363636363645), 'median_duration_us': np.float64(4.9515), 'std_dev_duration_us': np.float64(0.2126388948117837), 'min_duration_us': np.float64(4.61), 'max_duration_us': np.float64(5.372)}]","[{'name': 'void rocprim::ROCPRIM_400200_NS::detail::trampoline_kernel<rocpr...', 'stream': 4, 'mean_duration_us': np.float64(4.98)}]",0.0010940381487074624,99.98516075490089
aten::fill_,elementwise,Unknown,Unknown,Unknown,"((3,), ())","('long int', 'Scalar')","((1,), ())","('', '0')",26,4.1243426983173075,4.1243426983173075,4.10888671875,4.10888671875,0.1095071869941254,0.1095071869941254,3.96923828125,3.96923828125,4.44921875,4.44921875,107.23291015625,107.23291015625,241,"[{'name': 'void at::native::unrolled_elementwise_kernel<at::native::FillFunctor<long>, std::array<char*, 1ul>, 4, TrivialOffsetCalculator<0, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::FillFunctor<long>, std::array<char*, 1ul>, TrivialOffsetCalculator<0, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)', 'stream': 4, 'count': 26, 'total_duration_us': np.float64(107.235), 'mean_duration_us': np.float64(4.124423076923077), 'median_duration_us': np.float64(4.109), 'std_dev_duration_us': np.float64(0.10730623792783352), 'min_duration_us': np.float64(3.969), 'max_duration_us': np.float64(4.449)}]","[{'name': 'void at::native::unrolled_elementwise_kernel<at::native::FillFun...', 'stream': 4, 'mean_duration_us': np.float64(4.12)}]",0.0010707712188965034,99.98623152611978
aten::copy_,elementwise,Unknown,Unknown,Unknown,"((8192,), (8192,), ())","('int', 'int', 'Scalar')","((1,), (1,), ())","('', '', 'True')",8,10.46990966796875,10.46990966796875,10.208984375,10.208984375,4.112955218901365,4.112955218901365,6.53515625,6.53515625,15.22705078125,15.22705078125,83.75927734375,83.75927734375,5535865,"[{'name': 'Memcpy HtoD (Host -> Device)', 'stream': 4, 'count': 8, 'total_duration_us': np.float64(83.759), 'mean_duration_us': np.float64(10.469875), 'median_duration_us': np.float64(10.209), 'std_dev_duration_us': np.float64(3.847301471080087), 'min_duration_us': np.float64(6.535), 'max_duration_us': np.float64(15.227)}]","[{'name': 'Memcpy HtoD (Host -> Device)', 'stream': 4, 'mean_duration_us': np.float64(10.47)}]",0.0008363759163541653,99.98706790203613
aten::copy_,elementwise,Unknown,Unknown,Unknown,"((123, 8, 19360), (123, 8, 19360), ())","('c10::BFloat16', 'c10::BFloat16', 'Scalar')","((154880, 19360, 1), (19360, 2381280, 1), ())","('', '', 'False')",2,41.802001953125,41.802001953125,41.802001953125,41.802001953125,1.0492663613407802,1.0492663613407802,41.06005859375,41.06005859375,42.5439453125,42.5439453125,83.60400390625,83.60400390625,6774123,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#12}::operator()() const::{lambda(c10::BFloat16)#1} const&)::{lambda(int, bool)#1})', 'stream': 4, 'count': 2, 'total_duration_us': np.float64(83.604), 'mean_duration_us': np.float64(41.802), 'median_duration_us': np.float64(41.802), 'std_dev_duration_us': np.float64(0.7419999999999973), 'min_duration_us': np.float64(41.06), 'max_duration_us': np.float64(42.544)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 8, at::na...', 'stream': 4, 'mean_duration_us': np.float64(41.8)}]",0.0008348254377959328,99.98790272747392
triton_per_fused__to_copy_native_layer_norm_slice_0,triton,Unknown,Unknown,Unknown,"((8192, 160), (128,), (128,), (8192, 128), (), ())","('c10::BFloat16', 'float', 'float', 'c10::BFloat16', 'Scalar', 'Scalar')","((160, 1), (1,), (1,), (128, 1), (), ())","('', '', '', '', '8192', '128')",12,6.849161783854167,6.849161783854167,6.916015625,6.916015625,0.2581154345750325,0.2581154345750325,6.2939453125,6.2939453125,7.216796875,7.216796875,82.18994140625,82.18994140625,5536645,"[{'name': 'triton_per_fused__to_copy_native_layer_norm_slice_0', 'stream': 4, 'count': 12, 'total_duration_us': np.float64(82.19), 'mean_duration_us': np.float64(6.849166666666666), 'median_duration_us': np.float64(6.916), 'std_dev_duration_us': np.float64(0.2471176620334712), 'min_duration_us': np.float64(6.294), 'max_duration_us': np.float64(7.217)}]","[{'name': 'triton_per_fused__to_copy_native_layer_norm_slice_0', 'stream': 4, 'mean_duration_us': np.float64(6.85)}]",0.0008207053563347977,99.98872343283026
aten::copy_,elementwise,Unknown,Unknown,Unknown,"((8192,), (8192,), ())","('long int', 'long int', 'Scalar')","((1,), (1,), ())","('', '', 'True')",8,8.860595703125,8.860595703125,7.2158203125,7.2158203125,3.207918659322579,3.207918659322579,7.01611328125,7.01611328125,14.2041015625,14.2041015625,70.884765625,70.884765625,5535821,"[{'name': 'Memcpy HtoD (Host -> Device)', 'stream': 4, 'count': 8, 'total_duration_us': np.float64(70.885), 'mean_duration_us': np.float64(8.860625), 'median_duration_us': np.float64(7.216), 'std_dev_duration_us': np.float64(3.000737073516272), 'min_duration_us': np.float64(7.016), 'max_duration_us': np.float64(14.204)}]","[{'name': 'Memcpy HtoD (Host -> Device)', 'stream': 4, 'mean_duration_us': np.float64(8.86)}]",0.0007078178404267652,99.98943125067068
triton_poi_fused_mul_slice_view_4,triton,Unknown,Unknown,Unknown,"((8192, 160), (262144, 1), (8192, 32), ())","('c10::BFloat16', 'float', 'float', 'Scalar')","((160, 1), (1, 1), (32, 1), ())","('', '', '', '262144')",12,5.706217447916667,5.706217447916667,5.67236328125,5.67236328125,0.20484191590389578,0.20484191590389578,5.3720703125,5.3720703125,6.05419921875,6.05419921875,68.474609375,68.474609375,5536654,"[{'name': 'triton_poi_fused_mul_slice_view_4', 'stream': 4, 'count': 12, 'total_duration_us': np.float64(68.47500000000001), 'mean_duration_us': np.float64(5.706250000000001), 'median_duration_us': np.float64(5.672499999999999), 'std_dev_duration_us': np.float64(0.19607401876162317), 'min_duration_us': np.float64(5.372), 'max_duration_us': np.float64(6.054)}]","[{'name': 'triton_poi_fused_mul_slice_view_4', 'stream': 4, 'mean_duration_us': np.float64(5.71)}]",0.0006837512927430073,99.99011500196342
triton_poi_fused__to_copy_add_cat_index_select_mul_native_layer_norm_slice_split_split_with_sizes_stack_sub_unsqueeze_view_3,triton,Unknown,Unknown,Unknown,"((8192, 128), (8192, 64), ())","('c10::BFloat16', 'c10::BFloat16', 'Scalar')","((128, 1), (128, 1), ())","('', '', '524288')",12,5.398885091145833,5.398885091145833,5.37255859375,5.37255859375,0.26060669525823954,0.26060669525823954,5.0517578125,5.0517578125,5.85302734375,5.85302734375,64.78662109375,64.78662109375,5536653,"[{'name': 'triton_poi_fused__to_copy_add_cat_index_select_mul_native_layer_norm_slice_split_split_with_sizes_stack_sub_unsqueeze_view_3', 'stream': 4, 'count': 12, 'total_duration_us': np.float64(64.78699999999999), 'mean_duration_us': np.float64(5.398916666666666), 'median_duration_us': np.float64(5.3725000000000005), 'std_dev_duration_us': np.float64(0.2494582324202234), 'min_duration_us': np.float64(5.052), 'max_duration_us': np.float64(5.853)}]","[{'name': 'triton_poi_fused__to_copy_add_cat_index_select_mul_native_layer_...', 'stream': 4, 'mean_duration_us': np.float64(5.4)}]",0.00064692498912562,99.99076192695254
triton_poi_fused_0,triton,Unknown,Unknown,Unknown,"((4096,), (19360, 6144), (4096, 6144), (4096, 6144), (), ())","('int', 'c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'Scalar', 'Scalar')","((1,), (6144, 1), (6144, 1), (6144, 1), (), ())","('', '', '', '', '25165824', '25165824')",1,51.88623046875,51.88623046875,51.88623046875,51.88623046875,,,51.88623046875,51.88623046875,51.88623046875,51.88623046875,51.88623046875,51.88623046875,4961969,"[{'name': 'triton_poi_fused_0', 'stream': 4, 'count': 1, 'total_duration_us': np.float64(51.886), 'mean_duration_us': np.float64(51.886), 'median_duration_us': np.float64(51.886), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(51.886), 'max_duration_us': np.float64(51.886)}]","[{'name': 'triton_poi_fused_0', 'stream': 4, 'mean_duration_us': np.float64(51.89)}]",0.0005181085001051811,99.99128003545265
aten::cumsum,reduce,Unknown,Unknown,Unknown,"((8192,), (), (), (8192,))","('int', 'Scalar', '', 'int')","((1,), (), (), (1,))","('', '0', '', '')",4,12.578369140625,12.578369140625,12.848876953125,12.848876953125,1.107896024911714,1.107896024911714,11.02490234375,11.02490234375,13.5908203125,13.5908203125,50.3134765625,50.3134765625,5536257,"[{'name': 'void rocprim::ROCPRIM_400200_NS::detail::init_lookback_scan_state_kernel<rocprim::ROCPRIM_400200_NS::detail::lookback_scan_state<int, false, true>, rocprim::ROCPRIM_400200_NS::detail::block_id_wrapper<unsigned int, true> >(rocprim::ROCPRIM_400200_NS::detail::lookback_scan_state<int, false, true>, unsigned int, rocprim::ROCPRIM_400200_NS::detail::block_id_wrapper<unsigned int, true>, unsigned int, rocprim::ROCPRIM_400200_NS::detail::lookback_scan_state<int, false, true>::value_type*)', 'stream': 4, 'count': 4, 'total_duration_us': np.float64(21.528), 'mean_duration_us': np.float64(5.382), 'median_duration_us': np.float64(5.452500000000001), 'std_dev_duration_us': np.float64(0.40553853084509756), 'min_duration_us': np.float64(4.77), 'max_duration_us': np.float64(5.853)}, {'name': 'void rocprim::ROCPRIM_400200_NS::detail::trampoline_kernel<rocprim::ROCPRIM_400200_NS::detail::wrapped_scan_config<rocprim::ROCPRIM_400200_NS::default_config, int>, (rocprim::ROCPRIM_400200_NS::detail::target_arch)942, rocprim::ROCPRIM_400200_NS::detail::scan_impl<(rocprim::ROCPRIM_400200_NS::detail::lookback_scan_determinism)0, false, false, rocprim::ROCPRIM_400200_NS::default_config, int const*, int*, int, std::plus<int>, int>(void*, unsigned long&, int const*, int*, int, unsigned long, std::plus<int>, ihipStream_t*, bool)::{lambda(auto:1, auto:2)#1}::operator()<std::integral_constant<bool, false>, std::integral_constant<bool, true> >(std::integral_constant<bool, false>, std::integral_constant<bool, true>) const::{lambda(auto:1)#1}, rocprim::ROCPRIM_400200_NS::detail::default_config_selector>(rocprim::ROCPRIM_400200_NS::detail::scan_impl<(rocprim::ROCPRIM_400200_NS::detail::lookback_scan_determinism)0, false, false, rocprim::ROCPRIM_400200_NS::default_config, int const*, int*, int, std::plus<int>, int>(void*, unsigned long&, int const*, int*, int, unsigned long, std::plus<int>, ihipStream_t*, bool)::{lambda(auto:1, auto:2)#1}::operator()<std::integral_constant<bool, false>, std::integral_constant<bool, true> >(std::integral_constant<bool, false>, std::integral_constant<bool, true>) const::{lambda(auto:1)#1})', 'stream': 4, 'count': 4, 'total_duration_us': np.float64(28.786), 'mean_duration_us': np.float64(7.1965), 'median_duration_us': np.float64(7.3965), 'std_dev_duration_us': np.float64(0.5627976990002715), 'min_duration_us': np.float64(6.255), 'max_duration_us': np.float64(7.738)}]","[{'name': 'void rocprim::ROCPRIM_400200_NS::detail::init_lookback_scan_stat...', 'stream': 4, 'mean_duration_us': np.float64(5.38)}, {'name': 'void rocprim::ROCPRIM_400200_NS::detail::trampoline_kernel<rocpr...', 'stream': 4, 'mean_duration_us': np.float64(7.2)}]",0.0005024038100546576,99.9917824392627
aiter::add_rmsnorm,RMSNorm,Unknown,Unknown,Unknown,"((4096, 6144), (4096, 6144), (4096, 6144), (4096, 6144), (6144,), (), ())","('c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'c10::BFloat16', 'Scalar', 'Scalar')","((6144, 1), (6144, 1), (6144, 1), (6144, 1), (1,), (), ())","('', '', '', '', '', '1.0000000000000001e-05', 'False')",1,46.03076171875,46.03076171875,46.03076171875,46.03076171875,,,46.03076171875,46.03076171875,46.03076171875,46.03076171875,46.03076171875,46.03076171875,4988272,"[{'name': '_ZN5aiter24add_rmsnorm_quant_kernelIDF16bDF16bLi256ELi24ELb1ELb0ELb1ELi1EEEvPT0_PT_PfS4_S4_S4_dbiiiiiiibb', 'stream': 4, 'count': 1, 'total_duration_us': np.float64(46.031), 'mean_duration_us': np.float64(46.031), 'median_duration_us': np.float64(46.031), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(46.031), 'max_duration_us': np.float64(46.031)}]","[{'name': '_ZN5aiter24add_rmsnorm_quant_kernelIDF16bDF16bLi256ELi24ELb1ELb0...', 'stream': 4, 'mean_duration_us': np.float64(46.03)}]",0.00045963888101611597,99.99224207814372
aiter::_get_mla_metadata_v1_impl,other,Unknown,Unknown,Unknown,"((125,), (125,), (124,), (), (), (), (2,), (8495, 8), (305,), (8193,), (8192, 2), (606,), (), (), (), (), (), (), (), (), (), (), (), (), (), ())","('int', 'int', 'int', 'Scalar', 'Scalar', 'Scalar', 'long unsigned int', 'int', 'int', 'int', 'int', 'int', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', 'Scalar', '', '', '', '')","((1,), (1,), (1,), (), (), (), (1,), (8, 1), (1,), (1,), (2, 1), (1,), (), (), (), (), (), (), (), (), (), (), (), (), (), ())","('', '', '', '16', '1', 'True', '', '', '', '', '', '', '1', '16', '1', '1', 'True', '-1', '-1', 'False', 'False', '0', '', '', '', '')",1,44.9091796875,44.9091796875,44.9091796875,44.9091796875,,,44.9091796875,44.9091796875,44.9091796875,44.9091796875,44.9091796875,44.9091796875,4777844,"[{'name': 'void kn_get_mla_metadata_v1_2_parallel<MlaMetadataV12Traits<128, false, 1, true, false> >(MlaMetadataV1KernelParameter)', 'stream': 4, 'count': 1, 'total_duration_us': np.float64(44.909), 'mean_duration_us': np.float64(44.909), 'median_duration_us': np.float64(44.909), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(44.909), 'max_duration_us': np.float64(44.909)}]","[{'name': 'void kn_get_mla_metadata_v1_2_parallel<MlaMetadataV12Traits<128,...', 'stream': 4, 'mean_duration_us': np.float64(44.91)}]",0.0004484393550781921,99.9926905174988
aten::copy_,elementwise,Unknown,Unknown,Unknown,"((124,), (124,), ())","('int', 'int', 'Scalar')","((1,), (1,), ())","('', '', 'True')",9,3.959743923611111,3.959743923611111,4.25,4.25,0.9691995104240048,0.9691995104240048,2.44482421875,2.44482421875,5.05078125,5.05078125,35.6376953125,35.6376953125,4777624,"[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 4, 'count': 9, 'total_duration_us': np.float64(35.638), 'mean_duration_us': np.float64(3.9597777777777776), 'median_duration_us': np.float64(4.25), 'std_dev_duration_us': np.float64(0.9137514587649432), 'min_duration_us': np.float64(2.445), 'max_duration_us': np.float64(5.051)}]","[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 4, 'mean_duration_us': np.float64(3.96)}]",0.00035585920770801456,99.9930463767065
aten::copy_,elementwise,Unknown,Unknown,Unknown,"((8192,), (8192,), ())","('long int', 'int', 'Scalar')","((1,), (1,), ())","('', '', 'False')",4,7.517333984375,7.517333984375,7.4970703125,7.4970703125,0.49281626104654475,0.49281626104654475,6.93603515625,6.93603515625,8.13916015625,8.13916015625,30.0693359375,30.0693359375,5535843,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int, bool)#1})', 'stream': 4, 'count': 4, 'total_duration_us': np.float64(30.069), 'mean_duration_us': np.float64(7.51725), 'median_duration_us': np.float64(7.497), 'std_dev_duration_us': np.float64(0.4267448740172515), 'min_duration_us': np.float64(6.936), 'max_duration_us': np.float64(8.139)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 4, at::na...', 'stream': 4, 'mean_duration_us': np.float64(7.52)}]",0.0003002565112360583,99.99334663321774
aten::copy_,elementwise,Unknown,Unknown,Unknown,"((124,), (124,), ())","('long int', 'int', 'Scalar')","((1,), (1,), ())","('', '', 'False')",5,5.65283203125,5.65283203125,5.81396484375,5.81396484375,0.6397251228781715,0.6397251228781715,4.89111328125,4.89111328125,6.3740234375,6.3740234375,28.26416015625,28.26416015625,4777651,"[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int, bool)#1})', 'stream': 4, 'count': 5, 'total_duration_us': np.float64(28.264), 'mean_duration_us': np.float64(5.6528), 'median_duration_us': np.float64(5.814), 'std_dev_duration_us': np.float64(0.5721417306926667), 'min_duration_us': np.float64(4.891), 'max_duration_us': np.float64(6.374)}]","[{'name': 'void at::native::elementwise_kernel_manual_unroll<128, 4, at::na...', 'stream': 4, 'mean_duration_us': np.float64(5.65)}]",0.00028223097906692276,99.99362886419681
vllm::all_reduce,other,Unknown,Unknown,Unknown,"((4096, 6144), ())","('c10::BFloat16', '')","((6144, 1), ())","('', '')",1,27.5068359375,917.36572265625,27.5068359375,917.36572265625,,,27.5068359375,917.36572265625,27.5068359375,917.36572265625,27.5068359375,917.36572265625,4988263,"[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 4, 'count': 1, 'total_duration_us': np.float64(27.507), 'mean_duration_us': np.float64(27.507), 'median_duration_us': np.float64(27.507), 'std_dev_duration_us': np.float64(0.0), 'min_duration_us': np.float64(27.507), 'max_duration_us': np.float64(27.507)}]","[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 4, 'mean_duration_us': np.float64(27.51)}]",0.00027466873930648744,99.99390353293612
aten::index,other,Unknown,Unknown,Unknown,"((8192, 6144), ())","('c10::BFloat16', '')","((6144, 1), ())","('', '')",4,6.48486328125,12.7493896484375,6.455078125,12.8095703125,0.09485064896740433,0.16409707083605177,6.4140625,12.50830078125,6.615234375,12.8701171875,25.939453125,50.99755859375,5565708,"[{'name': 'void at::native::vectorized_gather_kernel<16, long>(char*, char*, long*, int, long, long, long, long, bool)', 'stream': 4, 'count': 4, 'total_duration_us': np.float64(25.939), 'mean_duration_us': np.float64(6.48475), 'median_duration_us': np.float64(6.455), 'std_dev_duration_us': np.float64(0.08206818811208168), 'min_duration_us': np.float64(6.414), 'max_duration_us': np.float64(6.615)}]","[{'name': 'void at::native::vectorized_gather_kernel<16, long>(char*, char*...', 'stream': 4, 'mean_duration_us': np.float64(6.48)}]",0.0002590176821620662,99.99416255061828
aten::add,elementwise,Unknown,Unknown,Unknown,"((8192,), (8192,), ())","('long int', 'long int', 'Scalar')","((1,), (1,), ())","('', '', '1')",4,5.6527099609375,5.6527099609375,5.65283203125,5.65283203125,0.29623461134762147,0.29623461134762147,5.2919921875,5.2919921875,6.01318359375,6.01318359375,22.61083984375,22.61083984375,5535846,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<long>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<long>, std::array<char*, 3ul>)', 'stream': 4, 'count': 4, 'total_duration_us': np.float64(22.610999999999997), 'mean_duration_us': np.float64(5.652749999999999), 'median_duration_us': np.float64(5.6530000000000005), 'std_dev_duration_us': np.float64(0.2564764852769158), 'min_duration_us': np.float64(5.292), 'max_duration_us': np.float64(6.013)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::CU...', 'stream': 4, 'mean_duration_us': np.float64(5.65)}]",0.0002257799075348016,99.99438833052582
aten::fill_,elementwise,Unknown,Unknown,Unknown,"((8192,), ())","('int', 'Scalar')","((1,), ())","('', '0')",4,5.5826416015625,5.5826416015625,5.4521484375,5.4521484375,0.3472750570577533,0.3472750570577533,5.33203125,5.33203125,6.09423828125,6.09423828125,22.33056640625,22.33056640625,5536254,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)', 'stream': 4, 'count': 4, 'total_duration_us': np.float64(22.330000000000002), 'mean_duration_us': np.float64(5.5825000000000005), 'median_duration_us': np.float64(5.452), 'std_dev_duration_us': np.float64(0.30068380402010364), 'min_duration_us': np.float64(5.332), 'max_duration_us': np.float64(6.094)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Fi...', 'stream': 4, 'mean_duration_us': np.float64(5.58)}]",0.00022298124498000479,99.9946113117708
aten::copy_,elementwise,Unknown,Unknown,Unknown,"((8192,), (8192,), ())","('long int', 'long int', 'Scalar')","((1,), (1,), ())","('', '', 'False')",4,5.4024658203125,5.4024658203125,5.492431640625,5.492431640625,0.24558763079016277,0.24558763079016277,5.0517578125,5.0517578125,5.5732421875,5.5732421875,21.60986328125,21.60986328125,5535847,"[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 4, 'count': 4, 'total_duration_us': np.float64(21.61), 'mean_duration_us': np.float64(5.4025), 'median_duration_us': np.float64(5.4925), 'std_dev_duration_us': np.float64(0.21257998494684327), 'min_duration_us': np.float64(5.052), 'max_duration_us': np.float64(5.573)}]","[{'name': 'Memcpy DtoD (Device -> Device)', 'stream': 4, 'mean_duration_us': np.float64(5.4)}]",0.00021578468412481296,99.99482709645493
aten::fill_,elementwise,Unknown,Unknown,Unknown,"((900,), ())","('int', 'Scalar')","((1,), ())","('', '0')",4,5.271484375,5.271484375,5.29150390625,5.29150390625,0.3375684786425276,0.3375684786425276,4.89111328125,4.89111328125,5.61181640625,5.61181640625,21.0859375,21.0859375,4777666,"[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::FillFunctor<int>, std::array<char*, 1ul> >(int, at::native::FillFunctor<int>, std::array<char*, 1ul>)', 'stream': 4, 'count': 4, 'total_duration_us': np.float64(21.086), 'mean_duration_us': np.float64(5.2715), 'median_duration_us': np.float64(5.2915), 'std_dev_duration_us': np.float64(0.29237005660634946), 'min_duration_us': np.float64(4.891), 'max_duration_us': np.float64(5.612)}]","[{'name': 'void at::native::vectorized_elementwise_kernel<4, at::native::Fi...', 'stream': 4, 'mean_duration_us': np.float64(5.27)}]",0.00021055303792046282,99.99503764949284
